Varibale_1,Varibale_2,Varibale_3,Label
-1.175161991,0.108143147,0.594568713,0
-1.12136945,0.502216974,0.596554556,0
-0.984287974,1.265615123,1.131850904,0
1.565149826,0.843100211,0.270040389,1
-0.698474634,-0.160254058,-0.776211342,0
-0.617432648,0.06354181,-0.68794374,0
-0.59815748,0.016261462,-0.780315131,0
1.326317711,1.362890692,0.351989803,1
-1.345698086,0.739973789,1.159329565,0
-1.007505339,-0.124439956,-0.900799584,0
1.073223108,1.276641387,-0.057522243,1
-0.646119449,-1.663592487,1.017322171,0
-0.630251744,-1.202808387,-0.812300401,0
1.587764479,-0.118212848,-0.070061887,1
1.675768722,0.404831855,0.17530958,1
-0.218431858,-1.11700721,-1.619697093,0
1.32671435,1.017859831,0.052992486,1
-0.63941794,-0.138371843,-1.146854204,0
1.179726378,1.318839389,0.462601936,1
1.889708618,-1.605777925,0.590358789,1
1.974359727,-1.4985644,0.578643765,1
-0.816188579,0.029045719,-1.161137215,0
-1.059502981,0.652892079,0.623747281,0
1.087271969,1.334428727,0.139181723,1
0.907657788,2.055445837,1.950649456,1
1.15030567,1.209947756,0.163602281,1
-1.234535771,2.471665018,-0.445321665,0
-1.37008533,2.518675453,0.149132667,0
-1.250292751,1.849181862,0.005999099,0
-0.919005413,1.198455365,-2.055830877,0
-1.244593548,1.856664685,0.00592363,0
-1.543929312,2.618217186,-0.19831099,0
-1.369143708,1.992904605,-1.813443479,0
-1.592099054,2.8981794,-0.271523146,0
-1.033209068,1.227467572,-1.446471652,0
-1.233554237,1.910393688,0.33307143,0
-1.368852118,2.409486748,0.007249307,0
-1.407008888,2.372841883,0.04080053,0
-1.415644568,2.288144205,0.089479488,0
-1.501152821,2.978005735,-0.586952981,0
-1.463115638,2.878646893,-0.440746235,0
-1.404155383,2.287313108,0.268876542,0
-1.031240085,1.749434339,-1.887067636,0
-1.352063139,2.353896322,0.053326281,0
-1.634033189,2.440660062,0.827084439,0
-1.338999209,2.269822672,0.316955044,0
-1.342685785,2.202710687,0.092416008,0
-1.013724599,1.666294225,-1.737208123,0
-1.457053752,2.182942112,0.338278452,0
-0.422294992,-1.732903605,0.16241846,0
1.555692758,0.191993451,0.816487863,1
-0.365613062,-3.041909633,0.072332741,0
-0.198380174,-3.070088674,-0.183770164,0
-0.68306565,-1.729408189,1.357664898,0
1.490710364,0.100828927,1.169446489,1
-0.608032848,-1.469336657,0.870948496,0
-0.60895784,-1.798929048,1.259657046,0
-0.567596795,-0.443738199,-1.268205749,0
-0.751001851,-1.543226629,1.317469034,0
-0.785995293,-1.758239127,1.995695223,0
1.509460563,-0.831292295,1.852683122,1
-0.544252314,-2.921858166,0.736856346,0
1.787942965,-0.543768636,-0.095083197,1
-0.504044424,-2.558805271,1.152517302,0
-0.463476243,-2.737501645,0.539571142,0
-0.716396154,-1.479036401,2.547542475,0
-0.778075849,-1.877741165,2.920240561,0
1.903080283,-1.1183601,0.100539713,1
1.778948353,-0.149882663,-0.214457038,1
1.728944494,-0.784373351,0.421331042,1
-0.433552848,-1.230124057,0.38627261,0
-0.731183423,-1.779086805,3.13969906,0
-0.745319185,-2.241335028,1.807531291,0
-0.682275409,-1.865350981,1.609979519,0
-1.109420359,0.070241925,0.744753974,0
-0.816408968,-0.059329526,-0.235174748,0
-0.898447084,0.102325046,-0.165280828,0
-1.070094103,0.524829532,0.101673676,0
-0.894621752,0.194798637,0.010424461,0
-0.874800476,-0.041497067,0.159218531,0
-0.954474702,-0.389343711,0.737252739,0
-0.845846582,-0.373250159,0.687566882,0
-0.884052632,-0.073049194,0.277066405,0
-0.769329245,-0.075443709,-0.021420063,0
-0.811943894,-0.245828901,-0.429792735,0
-1.052297322,0.020075159,0.652529417,0
-0.868972134,-0.045306019,0.088473135,0
-0.88095213,-0.129872209,-0.074502311,0
-0.952988852,0.206821453,-0.227729288,0
-0.888826594,0.134399526,-0.52895816,0
-0.924492466,0.015295046,0.337698351,0
-0.902701587,-0.414528803,0.793923099,0
-0.787978199,-0.416923318,0.495436632,0
-0.960009998,0.1309803,-0.150581274,0
-0.985729856,0.096571668,-0.149592575,0
-0.91446444,-0.009479097,-0.209616497,0
-0.905299895,-0.273809074,-0.00681423,0
-1.163189451,0.31942703,0.189720527,0
-1.037140656,0.143929986,0.247179015,0
-1.073122312,0.381496301,0.104154591,0
-1.172228449,0.288011259,0.178443563,0
-1.135799121,0.460223028,-0.073807619,0
-1.086119814,0.492103399,0.010332916,0
-1.078950724,0.48905814,-0.012654742,0
-1.201114,0.471792139,0.261915423,0
-1.183382894,0.614310409,-0.017350656,0
-1.147652589,0.656714187,-0.024649059,0
-1.07654201,0.810022137,-0.620061709,0
-1.247140122,1.036447707,-0.339236368,0
-0.928976644,0.272515525,-0.297717782,0
-0.988077462,-0.226995342,0.146259568,0
-0.971076564,-0.122458188,0.299576747,0
-0.95301844,-0.11871845,0.265559583,0
-1.004844098,-0.152611411,0.328272906,0
-0.901463581,-0.107531262,0.155942299,0
-0.972833737,-0.12003789,0.309016352,0
-0.917326943,-0.164288485,0.087118703,0
-0.927234705,-0.134091118,0.107826461,0
-0.920065616,-0.137136378,0.084838804,0
-0.950345196,-0.092191304,0.249731631,0
-0.958392872,-0.087935895,0.277439091,0
-0.851882382,-0.196655934,0.095492039,0
-0.861585472,-0.031894,-0.065832399,0
-0.970404299,0.003589706,0.275122139,0
-0.961362893,-0.059505927,0.135054991,0
-0.938275694,0.382657555,-0.167474051,0
-0.88440029,-0.469663202,0.304328239,0
-0.852443924,-0.618640459,0.858051216,0
-1.021580156,0.222629209,0.28243563,0
-0.969586004,0.233211321,0.170458445,0
-1.049611624,0.248876025,0.40286372,0
-1.045533625,0.208964831,0.360726954,0
-1.136782284,0.505752872,0.352814276,0
-1.180211349,1.417316475,-0.46302996,0
-1.23957643,1.389424422,-0.252337704,0
1.037579278,1.633891792,0.99367672,1
-0.915974461,0.338030376,0.03578354,0
-0.859965939,0.236436782,-0.171428204,0
-0.996785805,0.138305662,0.67676488,0
-0.922085622,-0.098614389,0.045774616,0
-0.864355403,-0.031632236,0.025529363,0
-0.930292625,0.246759814,-0.191784251,0
0.710588378,1.701216978,1.852997011,1
0.344336324,-3.17060081,-2.249204245,0
-1.00960367,0.111923475,0.179265863,0
-1.037022113,-0.073529722,0.450799909,0
-1.016310365,0.176378792,0.145708281,0
-1.066144589,0.318986618,0.534312516,0
-0.925884843,-0.087990523,0.143673249,0
-0.901043571,-0.052371743,0.147404352,0
-0.926763429,-0.086780374,0.148393051,0
-0.893179381,-0.020300482,-0.008356749,0
-0.869312408,-0.295666921,0.248892846,0
-0.874894523,-0.321723223,0.220663506,0
-0.928592498,-0.295565811,0.40045632,0
-0.907208609,-0.155664228,0.106643854,0
-0.959675305,0.284073079,0.155851442,0
-0.964686534,0.291922221,0.026496511,0
-1.089043118,-0.007266987,-0.121635755,0
-0.976291801,-0.118763259,0.193509139,0
-1.167266603,0.135318535,0.571154635,0
-0.984562376,0.412473022,-0.132445443,0
-0.931075443,-0.237959898,0.765938278,0
-1.043758825,-0.661471104,1.854848862,0
-0.924665497,-0.127817801,0.820293157,0
1.099445766,0.404228589,2.690612096,1
-0.893094242,-1.074402942,1.479582134,0
-0.927110338,-0.893298204,1.885530241,0
-0.903506391,-1.016120453,1.710985152,0
-0.953098479,-1.015057085,1.842000191,0
-0.996355633,-0.765994078,1.779075853,0
-0.936758419,-0.945728802,1.827336665,0
-0.863750459,-0.851473304,1.655688482,0
-0.95335662,-0.781813521,1.741122391,0
-1.205153453,-1.628864318,2.604985602,0
-0.904166775,-1.095558953,1.888658902,0
-0.973249498,-1.195634816,2.057492173,0
-0.883476607,-1.460439508,2.104361213,0
-1.164456716,1.154299302,-0.297702065,0
-1.099069903,0.494365728,0.421430219,0
-1.0088178,0.272695947,0.389127848,0
-0.92461458,0.062114343,0.342372038,0
-0.405387303,-3.098564841,3.919737201,0
-0.449788001,-3.168573213,2.568629977,0
0.084535572,-3.134077652,-0.482144159,0
1.267682814,-1.737575519,4.261297108,1
-0.475792279,-3.360616022,2.154608149,0
-0.463733458,-2.529411085,0.923197126,0
-1.334077218,0.626649671,-0.368003363,0
1.430497728,0.568978231,1.147004606,1
-0.665008028,-0.385189026,0.539500886,0
-1.028819625,0.136180774,2.075603961,0
-0.950714517,0.305367582,-0.419982793,0
-1.312618002,0.776101444,1.375241671,0
-1.126509803,0.275681554,0.114723768,0
-1.501234246,0.919751178,2.271702037,0
-0.63805407,-0.902382891,-0.778695559,0
-0.211487202,-2.087461813,-1.159621367,0
-0.930245867,-0.099671149,-0.306736767,0
-0.897796213,-0.067702703,-0.328353223,0
-0.919188339,-0.116197,-0.367030135,0
-0.944189926,-0.162605269,-0.33830765,0
-0.868615478,-0.136250713,-0.53535716,0
-1.062102281,0.446778574,-0.344937215,0
-0.963977362,0.290324614,-0.890908163,0
-0.528601035,-0.755257203,0.954396998,0
-1.076057271,1.130502449,-1.155269621,0
-0.801453278,-0.235489826,0.169189855,0
0.370476913,-4.005705967,-0.980147126,0
-0.492837931,-2.043228192,0.240825194,0
-1.098168095,0.57701006,-0.724676093,0
-1.197644094,1.090801429,-0.482906384,0
-1.224143994,0.78942983,-0.727043626,0
-1.184893435,0.778898223,-0.704718528,0
-1.041582322,0.259717947,-0.528715805,0
-0.899474063,0.167018725,-1.067149077,0
-0.070412487,-1.956787581,-0.937535875,0
1.510896824,0.636728618,0.426320041,1
-0.108862778,-1.891433071,-0.774187886,0
-0.963844359,0.54367506,0.284425863,0
-0.979500419,0.551580803,0.337480882,0
-0.896025654,0.523040582,0.070129798,0
1.012185691,1.901491477,1.307113514,1
-0.967934421,0.837344407,0.150229013,0
1.177926631,1.907768688,0.750196184,1
1.106487941,1.706855723,0.837169496,1
1.24669179,1.745608967,0.736683091,1
1.25386088,1.742563708,0.713695433,1
-0.675820629,0.411230293,-0.374224087,0
1.287511567,1.780354895,0.701597906,1
1.279463891,1.784610303,0.729305366,1
1.234199535,1.771588005,0.820654794,1
1.33020366,1.755050448,0.54943323,1
1.329764367,1.755655523,0.551793131,1
1.386086251,1.75215197,0.400150335,1
1.257954917,1.74375397,0.707227085,1
1.269451738,1.726623044,0.644573815,1
1.25707633,1.744964119,0.711946887,1
1.216139706,1.717856155,0.763630704,1
1.227636528,1.70072523,0.700977435,1
1.281039015,1.781793048,0.720397793,1
1.280599722,1.782398122,0.722757694,1
1.241303423,1.760507825,0.781600537,1
1.373477147,1.785768972,0.500720669,1
1.279281842,1.784213346,0.729837398,1
1.324492847,1.762916416,0.580111946,1
1.278403255,1.785423495,0.734557201,1
1.212186066,1.723301825,0.784869815,1
1.155878911,1.751172759,0.844449293,1
1.194296623,1.774273205,0.790326253,1
1.239507628,1.752976276,0.640600801,1
1.142624916,1.770723982,0.916542168,1
1.238629041,1.754186425,0.645320604,1
1.23222169,1.763659499,0.68018709,1
1.10230225,1.830516696,1.276714909,1
1.201225772,1.729407767,0.83443019,1
-0.841394993,0.512306689,0.249009434,0
1.142812269,1.915170997,1.149912431,1
-0.896889099,0.613498547,0.39342852,0
1.135965625,1.925249145,1.187138818,1
1.135526332,1.92585422,1.18949872,1
1.189135786,1.815507667,0.831621899,1
-0.64585114,0.405716609,-0.016589343,0
-0.629201351,0.338970642,-0.182004049,0
-0.698116092,0.372428722,0.048483881,0
1.320780548,1.683582234,0.870551565,1
1.186681157,1.684052234,1.2101349,1
1.266060181,1.604329639,0.85821091,1
1.211083135,1.720276089,1.216225904,1
1.218020234,1.782498869,1.317476763,1
1.297631249,1.637508234,0.841314257,1
1.260558375,1.726850684,1.101809496,1
1.348371018,1.607948379,0.661442121,1
1.294673043,1.634105792,0.841234934,1
1.349715856,1.720391276,0.867814319,1
1.204959421,1.648808238,1.094188644,1
1.42137112,1.336560122,0.729203319,1
-0.624772773,-0.410217956,-0.604499099,0
1.497531104,0.907177629,0.569314463,1
-1.089674427,0.676887408,-0.012951999,0
-0.95960501,0.827466969,-0.05251386,0
-0.976437413,0.699618966,-0.2550949,0
-1.017374038,0.672511002,-0.203411084,0
-1.034309168,0.770205782,0.027866116,0
-0.977755293,0.701434189,-0.248015197,0
-0.970699076,1.000208131,0.296206065,0
-0.995129717,0.799734044,-0.014378095,0
-1.012074994,0.973705242,0.350249783,0
0.907739492,1.847413603,1.008055807,1
0.957165356,2.113850209,1.385873663,1
0.873971957,1.817260379,1.036751966,1
-1.446699018,1.629063638,1.728229385,0
-1.565571497,1.545956551,1.883766924,0
-1.585744159,1.527743602,1.900512639,0
-1.487516609,1.622438793,1.83094347,0
0.565923448,2.349911697,1.470130054,1
-1.416006537,1.663452382,1.716052535,0
-1.506867925,1.490583273,1.625923206,0
-1.508897829,1.262733598,1.896811467,0
-1.463292596,1.307247394,1.865604469,0
-1.109677064,0.805301953,0.043071603,0
-1.129525346,1.525938467,1.455591279,0
0.893066563,2.831446753,2.254611021,1
1.203744146,1.955541442,0.78363903,1
-1.238937304,1.167768934,2.507826776,0
-0.764379905,0.613751547,0.275966041,0
-0.740587964,-0.15567059,-0.178735448,0
-0.601511975,0.138020761,0.021103354,0
-0.65099119,-0.162735072,-0.415090525,0
-0.684319431,-0.19349337,-0.388754268,0
-0.629982735,0.164872652,0.143891346,0
-0.999891555,0.071557693,2.277719244,0
-1.241263804,0.417209883,2.538969655,0
1.150589117,1.116865547,0.881278446,1
-0.834086987,-1.836526002,3.618040576,0
-0.718003122,-1.977130306,3.640302619,0
-0.764486942,-2.020433952,3.676229419,0
-0.972701973,-1.513926464,2.819511579,0
1.540804403,-1.662246675,4.561461592,1
-0.356169061,-3.186548926,3.118580417,0
1.597450445,-1.688455577,4.461067976,1
