Varibale_1,Varibale_2,Varibale_3,Label
1.870741969,-2.470083359,2.590224403,1
1.474400849,-0.456778572,2.075955751,1
1.652351798,-1.628800917,2.404726472,1
1.450768757,-1.500109458,4.460116371,1
1.728631959,-1.494106397,2.387627252,1
-0.027431306,-3.487410386,0.984525268,0
-0.354561557,-2.607865252,1.190089267,0
-0.639739756,-1.929386323,1.229042203,0
-0.507247849,-2.339693643,1.149446592,0
-0.557010049,-2.265198723,1.368435014,0
1.559378867,-1.26994117,2.440013111,1
-0.82904953,-1.775954135,3.650601527,0
1.379349753,-0.973579395,3.127637787,1
-1.048143452,-1.815615765,4.216630901,0
1.7545019,-1.353877801,1.587356212,1
-0.639063537,-2.137571059,1.771325968,0
1.508596771,-1.528013644,4.4823028,1
1.168095249,-0.43424377,4.753594222,1
-0.470565506,-1.134108978,1.384238625,0
-0.341814218,-1.903717948,0.26117511,0
-0.633172186,-0.650147812,0.208515778,0
-1.060988493,-0.819381565,2.540118692,0
1.51731966,0.157670772,1.330721915,1
-0.730340014,-1.156622759,2.323184397,0
-0.868020322,-1.043546467,2.372228195,0
1.843438898,-0.577999863,1.384602145,1
1.776740123,-0.837476481,1.859450496,1
2.450375806,-2.656263463,0.74661545,1
1.310285967,0.312389432,2.386171362,1
-0.16273924,-2.134826542,0.190558272,0
-0.198340814,-2.472725321,2.384455035,0
2.052254205,-1.67355296,1.670457885,1
-0.032231348,-3.681646347,0.757853961,0
1.42502827,-0.750056917,2.824444364,1
-0.187172737,-3.580089651,2.814208497,0
1.38858963,-0.609207427,3.827148345,1
-0.998850298,-1.593365128,3.716180972,0
-0.755911378,-1.360671099,3.541115834,0
-1.019462253,-1.610973002,3.735286588,0
-0.570468423,-2.667933853,3.357807239,0
-0.567522206,-2.38374882,3.185310625,0
2.019535116,-2.899885264,2.338140556,1
-0.069353575,-3.253311837,0.758724925,0
1.367298188,-0.612016712,3.150021274,1
1.479748262,-0.949436902,2.819809155,1
-1.135510027,-1.950410229,4.15181963,0
1.582641738,-1.4014812,2.654888254,1
-0.430681732,-2.904702967,3.236141138,0
1.314475537,-1.233810268,4.830088526,1
1.184199849,-0.473056946,5.027718731,1
-0.092097906,-2.987728765,1.97638588,0
-0.884901388,-0.411959658,2.306245605,0
2.369877162,-1.72993508,0.505059109,1
1.86112779,-0.909561706,1.248876041,1
1.588021274,-0.779630909,2.443169419,1
-0.415749553,-1.772896619,3.170766359,0
-0.402586379,-2.126755283,1.77026539,0
-1.07607092,-0.332676501,0.016459845,0
